  21.12097  10.18768   9.87394   9.61219   0.00000   4.61171   9.08851   4.49475   4.46225   4.44615   8.89229  13.38674   8.98949   9.08851   9.22341  14.09524  14.41828  14.81091  10.18768  10.56048
  11.96443  -4.64156   5.49509  -5.11348  -1.18240  -3.97471   1.27726  -8.35813   3.25109  -0.13998   5.79869   5.28633   7.92217   8.22277  11.64092   3.35587  14.55592   4.96396  16.29595   9.57155
  10.94779   5.87276  14.48714   9.55961  13.41637  11.35750   7.85017   6.13231   1.34060   3.44043   5.26856   9.34257  14.94968  14.36998  13.80485   6.85846  17.62606   9.94400  16.42416  13.13734
  20.20920   6.99658  18.30924  10.14419  17.84745  13.61176  15.70969   7.89405   8.94782   7.36587   7.82937  11.71120  15.07874   3.05351   4.50546   2.41635  17.06723  13.19863  19.63790  14.14644
  26.32281  26.95049  25.02738  27.42773  27.93752  26.90249  25.58512  21.56469  21.32603  24.85671  22.25310  18.54773  13.49660   8.99215   5.83844  10.85915  19.82316  19.77057  20.93950  11.28120
  22.91013  27.54262  19.58431  22.49518  18.04069  12.79540  16.11662  17.39928  13.93001  15.56856  17.40221   6.99127  10.97477  11.10618  12.20971  13.20430  19.74647  19.25447  22.75195  12.33622
   8.31695  12.55498   9.45216  14.22996   7.09278  11.85151  12.36786  19.35149  17.79584  20.48057  20.88114  16.22155  18.69048  25.65162  24.09171  29.26842  21.68581  23.84762  20.95014  13.30712
  -7.90205  -3.85991   0.62738   4.86147   8.34795  13.62321  13.87064  19.15298  17.30574  19.79648  15.68041  15.79544  17.65999  21.35245  29.76586  39.26426  28.66443  28.99921   5.80890   9.48246
  -7.55507   5.45240   4.27826  11.61791   8.41691  17.25558  16.50781  17.67421  14.62561  21.86567  11.43207  19.40848  11.85720  15.87365  28.79301  35.75045  30.61340  27.58112  17.38590   9.06609
   1.45332  11.26474  11.87550  13.56050  15.61326  17.70667  19.22855  15.72246  14.91142  11.52047  12.86710  12.04298  10.62736  16.28025  21.87727  23.69940  13.89511  20.40442  11.49350  11.62660
   8.43498  16.55901  13.91559  17.51049  20.79925  21.82441  21.60073  19.55217  19.62241   7.17350  14.64837   7.87007  12.28833   6.02442   9.16912   3.63937  -0.31095   0.34450  -1.14104  12.65247
  15.04033  20.90874  16.57139  22.99132  20.42657  23.43754  17.05411  18.29302  17.34846  18.33439  17.38561  13.85757  12.14462  13.88290   4.56969  -0.29677 -12.12762 -10.78166 -15.51300   5.46921
  20.05093  26.16463  20.21531  23.48649  15.17553  11.94111   7.18423   6.90408   2.62002  -3.74269  -2.87131  -1.23768  -2.38657   0.99180   2.49982  -9.35313 -10.14446 -16.65975 -18.92694  -1.33673
  23.63856  19.76114  17.34352  11.86627   8.64554   3.30287   2.39539   2.08228   0.36592  -3.21491  -3.37935  -7.87833  -6.12081  -6.20688  -1.74383  -4.02080 -10.91156 -11.78451 -25.67757  -3.93976
  14.25756  10.99854   7.63476   6.94980   4.52380   7.86968   2.23705   3.05783   0.45498   0.69221  -7.91707  -8.37128  -7.10286  -7.62813 -12.16693  -3.72223 -11.83564  -2.03029  -2.68112  -3.88843
   5.13894   7.67340   7.65983   5.10901   2.56000   2.56817   0.00000   0.00000   0.00000  -2.59639  -2.59639  -2.59275  -2.58606  -2.57739 -10.27269  -2.56000  -2.55451  -2.55328  -5.11560   0.00000
