  -5.28024  -5.09384  -2.46848  -4.80609  -4.69841  -2.30585  -6.81638  -4.49475   6.69337  11.11536   8.89229   6.69337   4.49475   2.27213   2.30585   2.34921   2.40305   4.93697   5.09384   5.28024
   4.78577  -0.54650  -1.31080  -2.59549  -3.05501  -2.92521  -4.30502  -2.07936   3.62982   6.81203   6.42359   5.02207   3.59599   1.55562   0.37516  -0.59330   0.09620   2.13088   4.46583   4.78577
   0.00000  -2.47652  -0.67459  -1.81165  -1.77849  -1.15473  -4.19787  -2.45888   4.46104   7.06200   4.35126   3.37295   4.30579   3.59589   1.63343  -0.82009   0.20085   3.08417   7.64084  13.13734
   0.00000  -1.90896   0.51243   0.55543   0.76245   1.73472   0.08840   0.56006   4.90234   5.79154  -0.39008  -1.72507   3.76815   7.21891   2.48610  -5.43813  -5.35681  -1.51951   4.18841  12.12552
  -7.52080  -2.48343   0.08408   1.15605   0.43963   2.93743   3.19867   1.03213   3.65374   7.21861   1.95027   1.89416  10.91152  13.81572   1.90627 -12.27864  -8.96517  -1.23897   4.98308  15.04160
  -3.52464  -0.79861  -0.21490   1.85101   2.12253   4.48021   4.38356   3.14465   3.50643   7.64950   6.44307   5.24982  11.31821  14.11653  -0.64041 -19.76343 -12.83488  -0.22552   7.69736  17.62318
   3.32678   0.16284  -0.41357   4.34645   4.59254   2.55723   0.61496   2.18326   3.32101   7.45259  10.06374   7.97753   9.93214  14.06498   0.46011 -20.78865 -14.24703  -0.36566   9.09606  19.96069
  -3.16082  -1.63675  -0.41836   2.92427   1.71074  -1.59527  -3.82896  -0.69536   2.64176   7.59905  11.85457   7.05103   5.59422   9.15528  -2.76597 -20.04847 -10.41915   3.92728  12.57292  15.80410
  -9.06609  -5.25779  -3.87721  -2.73149  -3.41747  -5.24970  -5.18882  -1.06292   1.97134   8.96769  12.97908   6.47148   4.50107   1.31404 -11.16619 -20.74012  -2.57929  13.54634  20.22016  24.17623
  -8.71995  -9.03158  -7.52120  -5.59304  -6.66263  -8.54364  -5.40059  -0.39554   1.49643  10.18567  13.89846   8.04999   3.46159  -7.36011 -17.76113 -21.54512   0.86826  19.88349  25.74513  20.34654
 -16.86996 -12.29583  -9.99823  -8.90076  -9.43396  -9.96085  -4.51880   3.11372   6.03996  10.81419  12.50942   7.21183   0.54261 -10.24577 -18.60321 -18.94404   3.83534  22.10514  25.64586  22.49329
 -13.67303 -13.29411 -11.51334 -11.20908 -11.08520  -9.94909  -4.64858   2.73730   8.80136  14.15677  15.74844  10.83039   3.49282  -8.25888 -18.40245 -17.76106   2.50422  18.81387  19.79613  16.40764
 -18.71420 -14.31332 -12.47254 -11.00086  -8.53322  -6.24327  -2.10751   4.56319  10.43389  12.61666  14.03793  10.15801   1.94489  -6.08583 -11.19241  -9.98674   4.98735  16.44004  15.57178  18.71420
 -13.13253 -12.06715 -10.06984  -6.90635  -4.33222  -2.45398  -1.04958   4.36291  15.55125  21.95827  19.23692  13.01038   3.63083  -6.00632 -12.07332  -9.28659   1.93972   9.71373  11.79929  13.13253
 -10.36914  -8.33290  -7.03379  -3.44929  -1.66298   0.51808   2.43145   7.38159  15.50472  20.84340  18.24439  12.70959   4.21703  -3.52507  -8.45323  -6.09738   1.75308   7.94645  12.69244  18.14599
 -12.84735 -10.23121  -5.10656  -1.27725   0.00000   1.28409   2.57739   6.46514  20.74199  29.85845  22.06929  12.96374   5.17211  -3.86609 -12.84086 -10.23999   0.00000   5.10656  10.23121  12.84735
