 5820. 5810. 5800. 5800. 5780. 5780. 5770. 5750. 5750. 5780. 5800. 5820. 5830. 5840. 5840. 5850. 5850. 5860. 5870. 5880.
 5780. 5907. 5803. 5911. 5824. 5921. 5820. 5877. 5790. 5864. 5840. 5885. 5876. 5926. 5904. 5915. 5881. 5869. 5850. 5860.
 5770. 5819. 5777. 5819. 5782. 5793. 5757. 5787. 5723. 5771. 5767. 5797. 5801. 5816. 5796. 5853. 5777. 5847. 5775. 5840.
 5730. 5876. 5739. 5867. 5762. 5872. 5783. 5850. 5792. 5854. 5822. 5845. 5805. 5853. 5829. 5881. 5794. 5818. 5776. 5800.
 5670. 5781. 5685. 5761. 5692. 5706. 5669. 5729. 5661. 5714. 5709. 5729. 5713. 5798. 5758. 5823. 5668. 5773. 5628. 5770.
 5590. 5729. 5612. 5713. 5615. 5706. 5643. 5721. 5669. 5716. 5715. 5745. 5734. 5794. 5785. 5784. 5674. 5696. 5654. 5740.
 5540. 5625. 5578. 5616. 5591. 5617. 5576. 5607. 5573. 5609. 5608. 5685. 5650. 5725. 5677. 5725. 5532. 5649. 5458. 5700.
 5540. 5674. 5555. 5624. 5567. 5623. 5562. 5586. 5560. 5588. 5597. 5657. 5641. 5644. 5674. 5613. 5506. 5547. 5484. 5660.
 5590. 5642. 5562. 5568. 5520. 5522. 5470. 5470. 5453. 5460. 5505. 5569. 5537. 5599. 5525. 5487. 5285. 5446. 5380. 5640.
 5590. 5628. 5518. 5539. 5499. 5498. 5444. 5456. 5458. 5432. 5535. 5525. 5583. 5540. 5487. 5361. 5208. 5303. 5294. 5600.
 5580. 5565. 5470. 5455. 5399. 5387. 5318. 5344. 5344. 5368. 5405. 5467. 5456. 5475. 5355. 5301. 5140. 5259. 5246. 5560.
 5530. 5507. 5430. 5423. 5350. 5333. 5275. 5285. 5298. 5357. 5422. 5471. 5499. 5493. 5428. 5340. 5236. 5307. 5320. 5510.
 5470. 5427. 5335. 5293. 5241. 5224. 5179. 5194. 5189. 5217. 5262. 5371. 5383. 5386. 5353. 5344. 5300. 5383. 5417. 5520.
 5380. 5310. 5273. 5247. 5237. 5241. 5227. 5223. 5268. 5383. 5439. 5478. 5528. 5502. 5437. 5431. 5368. 5454. 5476. 5520.
 5290. 5280. 5200. 5215. 5176. 5208. 5167. 5177. 5182. 5238. 5275. 5426. 5423. 5428. 5395. 5384. 5422. 5474. 5637. 5550.
 5270. 5220. 5190. 5180. 5180. 5180. 5190. 5200. 5240. 5360. 5470. 5530. 5570. 5570. 5540. 5470. 5460. 5470. 5500. 5550.
