  21.12097  10.18768   9.87394   9.61219   0.00000   4.61171   9.08851   4.49475   4.46225   4.44615   8.89229  13.38674   8.98949   9.08851   9.22341  14.09524  14.41828  14.81091  10.18768  10.56048
  11.96443   8.66884   7.35841   7.00538   4.76071   4.48687   3.90110   2.10687   2.92869   4.37342   6.17342   9.04812   8.95000   8.74050   7.75153   8.89168  10.10457  10.62842  11.98546   9.57155
  10.94779  11.76147  11.84251   9.83030   8.20085   5.82494   3.60997   1.22089   0.84208   0.80968   2.09896   7.45948   9.11092   7.69218   4.06387   5.91355   9.52381  12.60148  13.91029  13.13734
  20.20920  16.60473  19.42045  16.95989  16.47314  15.11698  12.07449   7.38957   7.96817   8.29176   7.74645  10.41845   9.14783   3.69581  -1.15326   3.09106  10.06104  12.59051  14.13329  14.14644
  26.32281  21.26753  24.58329  22.62482  23.56905  22.02131  20.87100  17.55125  17.92083  18.67292  15.68455  11.51773   8.20648   3.89825   1.65834   7.10699  15.52029  14.52987  14.45277  11.28120
  22.91013  17.51684  19.80234  18.25240  16.39505  13.88596  16.16469  16.11638  15.01831  16.52458  14.42798   8.19552   8.12132   9.43681   8.26018  10.83131  16.24962  16.09809  15.15102  12.33622
   8.31695   8.15731   8.51025   8.44697   7.06534   8.77920  13.04481  16.71575  16.26303  17.41735  16.16237  12.34111  14.52486  18.57916  20.42381  20.82034  20.01287  17.51794  15.22247  13.30712
  -7.90205  -1.20094  -2.22454   2.41012   5.35875  11.08402  13.85868  16.85752  16.76084  18.01739  14.46504  14.78525  15.51952  20.13028  28.91815  31.75369  28.63195  19.63920  14.67066   9.48246
  -7.55507  -1.16678  -0.21797   5.22794   8.17456  13.99478  15.72684  15.27201  14.96921  16.20784  12.16739  14.03932  10.83226  15.89151  27.64289  31.05151  29.10001  20.13756  13.60363   9.06609
   1.45332   4.21463   7.10057  10.20069  12.85072  16.05206  17.36056  14.33548  12.41650  10.03532  10.44053  10.74195  10.00112  14.75220  21.63362  22.16243  18.98784  16.24505  10.55055  11.62660
   8.43498  10.46433  12.48332  14.52621  18.13343  19.35668  19.81504  18.05689  15.91915  10.34164  11.96593   8.77822   9.00884   8.44849   9.45968   8.88224   4.91603   7.21892   4.23901  12.65247
  15.04033  15.64500  16.70062  18.00636  18.67367  17.57458  15.25899  14.64084  13.46448   9.97690  11.02776   8.00006   7.66336   6.27958   3.45008  -0.76465  -5.71459  -2.56854  -2.15464   5.46921
  20.05093  18.73442  18.68447  17.04101  14.36148  10.34833   6.94522   6.35690   5.13434  -0.30670  -2.78431  -3.67991  -3.79515  -3.09697  -5.37533  -8.56225 -13.47997  -8.32186  -5.71530  -1.33673
  23.63856  18.83717  17.71153  13.07770  10.07030   6.10603   3.67331   1.77934   1.06324  -3.48443  -7.32182  -7.63917  -8.75334  -9.64308 -11.13124 -11.66358 -14.47579  -7.75249  -5.28812  -3.93976
  14.25756  13.60870  12.21546   8.21878   6.23757   4.60635   2.89141   1.05580  -0.26049  -3.68346  -6.65898  -6.33525  -6.11643  -7.03594  -8.70630  -7.47036  -8.77746  -5.80044  -4.11341  -3.88843
   5.13894   7.67340   7.65983   5.10901   2.56000   2.56817   0.00000   0.00000   0.00000  -2.59639  -2.59639  -2.59275  -2.58606  -2.57739 -10.27269  -2.56000  -2.55451  -2.55328  -5.11560   0.00000
